11,12,13,14,15,16,17,18,Female,Male,dietary,hygiene,injury,mental_health,tobacco_use,alcohol_use,drug_use,sexual_behaviours,physical_activity,protective_factors
17,7,107,140,229,304,325,709,677,1161,2692.2000000000157,2011.0,2566.7857142857165,2253.3333333333358,2329.0833333333367,2631.6666666666674,2099.125,3133.2999999999975,2889.75,2849.999999999992
15,57,415,468,535,417,371,415,1712,981,3896.80000000003,2875.5,3534.571428571427,3157.999999999988,3071.083333333312,3112.1666666666624,2778.5,2842.7999999999915,4291.25,4010.833333333322
