11,12,13,14,15,16,17,18,Female,Male,dietary,hygiene,injury,mental_health,tobacco_use,alcohol_use,drug_use,sexual_behaviours,physical_activity,protective_factors
16,56,410,457,559,429,382,358,1822,845,3860.6000000000295,2845.25,3502.3571428571413,3134.99999999999,3030.49999999998,3046.9999999999955,2737.875,2843.79999999999,4257.5,3971.999999999992
16,8,112,151,205,292,314,766,567,1297,2728.4000000000156,2041.25,2599.0000000000014,2276.3333333333344,2369.666666666668,2696.8333333333317,2139.75,3132.2999999999997,2923.5,2888.8333333333244
