11,12,13,14,15,16,17,18,Female,Male,dietary,hygiene,injury,mental_health,tobacco_use,alcohol_use,drug_use,sexual_behaviours,physical_activity,protective_factors
17,57,409,454,524,416,361,412,1659,991,3833.40000000003,2828.5,3475.4285714285647,3104.1666666666574,3020.333333333313,3071.666666666663,2732.625,2799.399999999995,4226.75,3944.166666666658
15,7,110,150,241,318,343,697,697,1184,2756.200000000015,2056.5,2639.0000000000045,2307.5000000000023,2384.750000000001,2688.999999999996,2152.5,3184.8999999999965,2955.0,2917.6666666666592
