QN6,QN7,QN8,QN9,QN10,QN11,QN12,QN13,QN14,QN15,QN16,QN17,QN18,QN19,QN20,QN21,QN22,QN23,QN24,QN25,QN26,QN27,QN28,QN29,QN30,QN31,QN32,QN33,QN34,QN35,QN36,QN37,QN38,QN39,QN40,QN41,QN42,QN43,QN44,QN45,QN46,QN47,QN48,QN49,QN50,QN51,QN52,QN53,QN54,QN55,QN56,QN57,QN58
1.0,0.003778664038166076,-0.01778028166616461,-0.044789130044847886,0.030006665646989384,0.10781295588207163,0.048456874586766764,0.06399820622436958,0.05766894927068952,0.1176771821761968,0.08361722318293707,0.11818474793849924,-0.04360529546460456,0.051794372239147186,0.09202980860000655,0.022943344663195156,0.07295016256660418,0.14728699003810744,0.0726057782380169,0.06995646081048086,0.10842224817208296,0.04225815794220773,-0.014403076642804725,0.05561207133543629,0.08728299559219871,-0.23932576673701353,0.004206338717460618,0.04661834645510205,0.00048576611913844254,-0.041119795736133835,0.04281753241404365,0.03384680068695323,-0.025661644027789757,0.04646843417574733,-0.008515806136840248,0.07768276703384497,0.08416820152731683,0.10243024507665896,0.0575997935128594,-0.018024632076918685,0.02815571957451039,0.06096739313031663,0.011702002880350842,-0.01992008918960112,-0.027534423347781254,-0.010607476626565953,-0.007784872393895496,0.08215878819682067,-0.005813781712780097,-0.04030004384463944,-0.005700930497147035,0.01922175936024717,0.025454810207449118
0.003778664038166076,1.0,0.32394363312097785,-0.2628520505624428,-0.2189040056416558,0.050307912226566984,0.024702302103275668,0.053577626517810416,0.07994978857388317,-0.027433074904139536,-0.03801373633589448,-0.07806027060415599,-0.005081364960657524,-0.024754748508722384,-0.022685523454426183,0.007825900118504555,0.028915175821942724,0.02712682753364721,0.02274987742912987,-0.03499438228946422,-0.041047166936159146,-0.006699067757533692,-0.011057707794292226,0.006071714335440429,0.005431991722466169,0.01108354011579812,-0.01832748648675189,0.02325981970571388,-0.05235553618309216,0.0398229005970573,0.03612799861160151,0.05772537865756943,0.07867866294129078,0.006611415806115945,0.023437864898316483,0.0192543985561457,0.0050055771166006065,-0.021080417457819845,0.03215201312721238,-0.113492180608888,0.02094595795660466,0.060354219516365055,-0.030537227578695827,0.011083221171922017,0.04695552459923847,0.026889232175397088,-0.07618029556599913,-0.0050544635066358265,0.04515832945494831,0.14850917868993838,-0.08306109128067939,0.044445697757502116,-0.07457476498068433
-0.01778028166616461,0.32394363312097785,1.0,-0.21106744744320255,-0.2482174394380718,0.01840876004846233,-0.006108369507985123,0.012978617866477613,0.04971220371334877,-0.07064873294054601,-0.055431127121307905,-0.0978616165637413,-0.01848379022915924,-0.051440819653967844,-0.040360182364745416,0.008300917130978303,-0.024298337526868958,-0.033435828644374804,-0.03489869318674479,-0.055117643852684216,-0.05350031351784973,-0.017888573782616213,-0.044291331510037564,-0.04072597866584907,-0.04134856307776542,0.12962620331550662,-0.0266153667191903,-0.017514731096188698,-0.03675952045555723,0.04677396210256453,-0.02565449846401583,0.03811133303682579,0.05456575694406701,-0.005440437454094454,-0.061789329997210554,-0.034482339017120375,-0.049515772277288934,-0.08266123643267316,0.01638097398293076,-0.09266526528612522,0.004698884003553737,0.000540504968527029,-0.03927466811769213,0.017791190215337333,0.05310055789688646,0.057356565942139254,-0.1179221925509942,-0.029542277755882102,0.04887628954786077,0.11950385829443683,-0.044857075695622944,0.031504954863438565,-0.032212084493021834
-0.044789130044847886,-0.2628520505624428,-0.21106744744320255,1.0,0.21082801382672237,-0.1100293692618259,-0.00903818476933785,-0.040405017239139605,-0.08262479072310827,0.025397497831180938,0.03220871829640719,0.04576721500216894,-0.04255001900189167,0.005749502624087873,-0.0019509270273032511,-0.03572470948623982,-0.034592836516063784,-0.022274976127593545,0.019215721003351675,0.046452251141883213,0.022391296364329683,-0.04730753514388685,-0.05144831664443085,0.047297258203304514,0.017960802953127176,0.025029959553804673,0.04115746607483814,-0.011551149335383515,-0.00912927967018068,0.02439159547115005,0.07251701667497246,0.0048948849080848195,-0.006402980630871087,0.019455175761768372,-0.0328569429876829,0.009751650257323306,0.015236052930068985,0.013629449860289366,-0.03787593306526069,0.009060131410322544,-0.0009951072457999688,-0.04284277520543741,-0.0022567963050140493,-0.02691453370593066,-0.05550066277766307,-0.043821604970118694,0.10843705707186449,0.02362902587769396,-0.05621051437371783,-0.11154601929921601,0.059031731706904345,-0.06594839441339234,0.036485035003052196
0.030006665646989384,-0.2189040056416558,-0.2482174394380718,0.21082801382672237,1.0,0.0052874933474374155,0.02442529075574425,0.00041212643709552055,-0.05664006693172175,0.11337621690147355,0.13288791174234207,0.11832684298599748,-0.0016801353829714754,0.09358059250785744,0.09038429396984737,0.028959940605448126,0.02863297053771789,0.04463742522975846,0.04519538341032554,0.09380809046705836,0.14274079865402506,0.007790727428300182,-0.0489578754621332,0.06879319364261595,0.10332412110753442,-0.11290067013964193,0.04676391958671871,0.01396108432868773,0.020076495857338814,0.01652860942682238,0.0320248019728389,-0.04085297804349333,-0.0008288889527223773,0.08417832871933115,0.06020006755802114,0.07695910188487763,0.10807814097045604,0.1561141593533275,0.029701268281502727,0.036703943684403564,0.03152807770497241,-0.01968991521413905,0.016636860352792264,0.019170147979825435,-0.0582257995148784,-0.05084739833056768,0.08877373411757691,0.06559268630494962,-0.037808719432660405,-0.14768285416593813,0.046818348176232885,-0.022764887161601063,0.06051202081650407
0.10781295588207163,0.050307912226566984,0.01840876004846233,-0.1100293692618259,0.0052874933474374155,1.0,0.08846545615419209,0.16756304582265713,0.1455461306898632,0.09728556962029158,0.10215460774682261,0.07355601662663973,0.006501060399784271,0.028945874712506082,0.08403197370792084,0.002708628537423245,0.022583979243012926,0.0623344445876812,0.07740231067302446,0.06494290321527106,0.08330454618168319,0.06611437296639894,0.04414314364841859,0.060372365234656354,0.10000424272062788,-0.08426946909064063,0.008687630641399487,0.06012588060969375,0.028199294012510947,-0.03138033123865228,-0.05605952612483906,-0.07166734418642144,0.00011596904995302793,0.050790692085224916,0.1265972637955649,0.07389231522604275,0.08345322005637686,0.11209552459516767,0.024572116184822586,0.07847003930894594,-0.00584641651692998,0.04698224047808936,0.04825664991591117,0.004048838236244242,0.012202782757598377,0.010066569678681244,-0.04176121364114064,0.08094524658717549,0.05622576958092742,0.032995939146692875,-0.06592067796516339,0.05693195737860583,0.003641776093684828
0.048456874586766764,0.024702302103275668,-0.006108369507985123,-0.00903818476933785,0.02442529075574425,0.08846545615419209,1.0,0.2742147275006091,0.1659580623508305,0.04309659532145549,0.06344891160334645,0.0157109938410106,0.0002571325524923607,-0.007220339577221721,0.03393555678185495,-0.008407437882650687,0.0389905777005346,0.04569529876390324,0.02525755495690373,0.025717898351875917,0.046680394184556835,0.04049754734830289,0.009851359163950718,0.0775787116328144,0.08891400171832793,-0.025656434640274183,0.0024634227623885653,0.06342444644077559,0.01367953034217056,0.019826884620988885,0.06718230777325725,-0.04000199849267197,0.025412402447616035,0.048972201189583627,0.009142258126901143,0.11677056994033234,0.12182637481590239,0.11737872011386104,-0.0038752614098305567,0.06097681612267164,-0.006018585011385646,0.0834880294575159,0.021610132199288392,-0.003918428744523216,-0.03667843009981634,-0.012980329870858346,0.04374896586403344,0.06613440218596589,0.030751696187082643,0.05413550032128611,-0.054113881046262996,0.03015290177172223,-0.02276697833996503
0.06399820622436958,0.053577626517810416,0.012978617866477613,-0.040405017239139605,0.00041212643709552055,0.16756304582265713,0.2742147275006091,1.0,0.2409566022715309,0.046430430258749295,0.04775280508093521,0.005158768409890508,0.006301294727958875,0.026359495276641786,0.06452641182950496,-0.050421889793936414,0.027883495357661173,0.010494078344062073,0.05036253601661772,0.017826018251611914,0.041913239658867944,0.014401305984130178,0.05628778501611442,0.0867677540058746,0.10451339492419183,-0.15184297802872482,-0.0017991999063623832,0.03574394638395769,0.01179359614805705,0.030527523249794554,0.04457446641112303,-0.02274869540110155,0.03240067663794365,0.07794084724858236,0.06108413963036452,0.09485614388487365,0.10439062505641952,0.10923419916033247,0.08775626816905543,0.0800439207560603,0.060675055282371486,0.05325825054937666,-0.00022637172987720227,-0.0020173167731120482,-0.00969432791974057,0.009766140013605366,0.04524719475135543,0.0777535499668795,0.06429449375615927,0.03470333137215828,-0.06743002289074797,0.03810323403191147,-0.051150484099807804
0.05766894927068952,0.07994978857388317,0.04971220371334877,-0.08262479072310827,-0.05664006693172175,0.1455461306898632,0.1659580623508305,0.2409566022715309,1.0,0.030317107484960037,0.036265880020871166,0.0038748168424870087,0.02989253187827577,-0.021526319423030963,0.044896118607209885,-0.037051014196219666,0.031248233843513735,0.028109424360335148,0.025069642505764246,-0.001986073182044579,-0.002089549715829229,0.05088767553647781,0.10345284279366697,0.04528117449033879,0.06975041337443591,-0.03861073456702356,0.01758805494591801,0.03297968668962512,0.0721909776519143,0.025717688576884275,0.01506208840373093,-0.05649111627151402,0.05547160710385171,0.05517644977466055,0.07659622979356218,0.06174304427179966,0.09547976024438222,0.06697934929999638,0.05205172940919039,0.08443718843143652,0.04552207594192221,0.12066277231719107,0.04832103530569162,-0.0019817053966744175,0.04256597020831397,0.017002073847211405,0.011303238923186201,0.03811168249994496,0.04571723320229886,0.0948456060075643,-0.07959088840572885,0.05250756779315296,-0.06307173144856958
0.1176771821761968,-0.027433074904139536,-0.07064873294054601,0.025397497831180938,0.11337621690147355,0.09728556962029158,0.04309659532145549,0.046430430258749295,0.030317107484960037,1.0,0.3808716096171812,0.27641840553796154,-0.02726934544545642,0.0576685642801698,0.25181898511431655,0.0630850907229142,0.06214428093579417,0.10384557022565229,0.11070209823361149,0.1627460561005925,0.23413238551288165,0.007061818298551479,0.040824240594149325,0.12550408087013365,0.14255235641447397,-0.11937008022810827,0.1015024641986143,0.08848322656225464,0.07307288983740272,0.04061168967372457,0.000801717265104895,-0.011686389728946579,0.06498196714698987,0.12076567479967706,0.12197891107356952,0.1331001690242106,0.132864668929018,0.1614036478870458,0.09179780984358725,0.08900076944115075,0.07774403674816775,0.02325443211225616,0.033516999823788224,-0.013701824422761208,-0.04748991529711216,-0.013833291620850743,0.021109059029091763,0.14142743755304113,0.016574510872619633,-0.031099871811640003,-0.0406747258289198,0.00926004495871497,0.10149952879618004
0.08361722318293707,-0.03801373633589448,-0.055431127121307905,0.03220871829640719,0.13288791174234207,0.10215460774682261,0.06344891160334645,0.04775280508093521,0.036265880020871166,0.3808716096171812,1.0,0.26087175212511154,0.0012180299543320232,0.05983119262675679,0.21488538060434215,0.07653374215172894,0.020959623167682018,0.06994609048612756,0.0905136383250434,0.1455719236763764,0.20221352356905103,-0.00668581683592109,-0.020166978415132288,0.1583181957011722,0.1635321770601713,-0.13305497842306302,0.10515803889019153,0.06854321875270279,0.06579188960291815,0.09039220864423408,0.04581545990091002,-0.03587086001689748,0.09906778149654019,0.16423508336956444,0.15135539503453918,0.11315374833189967,0.13913293925922887,0.1333080246208287,0.08124048681602124,0.12045176541524019,0.11126505060921742,0.01809079426795525,0.03826677875036705,0.016739484183623424,-0.040251918204399065,-0.0013703264453938859,0.025833022911963995,0.1520607781251177,0.031994643579859997,-0.02186953424867774,-0.061488978765673996,0.02553900148309215,0.07718223623778143
0.11818474793849924,-0.07806027060415599,-0.0978616165637413,0.04576721500216894,0.11832684298599748,0.07355601662663973,0.0157109938410106,0.005158768409890508,0.0038748168424870087,0.27641840553796154,0.26087175212511154,1.0,,,0.2484607596496744,0.0598483358074116,0.07953294279125694,0.09359988199016998,0.10993942456407117,0.16057820306754045,0.22830467139468247,-0.015718554993439066,0.030853633592571084,0.10604192513330951,0.1273807150035388,-0.11081298692973279,0.14526268879468726,0.05709566424580898,0.04686157551265339,0.03370583407545724,0.01889565221484547,-0.001682687772636225,0.038076269338137854,0.11882988726982328,0.11783544399451064,0.09045485676425118,0.11065229457671857,0.14392366633860515,0.05312663116723023,0.11382435687347978,0.04464664109937096,-0.02895261908844512,0.00508053715021513,0.0002100150177299173,-0.04562042599416979,-0.005735703133537106,0.029517471634751463,0.16113515400533435,0.013598439458488267,-0.0688102754813079,-0.009546444867206886,0.013670215854575691,0.10942239516300135
-0.04360529546460456,-0.005081364960657524,-0.01848379022915924,-0.04255001900189167,-0.0016801353829714754,0.006501060399784271,0.0002571325524923607,0.006301294727958875,0.02989253187827577,-0.02726934544545642,0.0012180299543320232,,1.0,0.18088112167705478,-0.06814446316496572,0.11306882694726016,-0.029741529234363403,-0.011541289724153523,-0.019430906671501928,-0.022689242515386284,-0.010630526013070091,-0.013481358401859038,-0.03791915686825452,0.006087662603113721,0.023432804620889012,0.08916196804068863,0.004491389734419454,0.01738498188243596,-0.031207974659850535,-0.03179609037975292,0.03336717161184328,-0.029249859719322598,0.004667626592047153,-0.01876963269036461,0.021894933962123105,-0.0036742526018709366,-0.027085357550574136,-0.004025663572970655,0.002037817926299284,-0.03786808619483298,0.025215487705215117,-0.04930692898159484,-0.05153625704950074,0.028196219004936164,-0.032389328958854983,0.024661167915740953,-0.021524471555656566,-0.031459177754983095,-0.009794604670792253,-0.028583005327205657,0.022645082427964796,-0.03691726452533868,-0.0028398586937601424
0.051794372239147186,-0.024754748508722384,-0.051440819653967844,0.005749502624087873,0.09358059250785744,0.028945874712506082,-0.007220339577221721,0.026359495276641786,-0.021526319423030963,0.0576685642801698,0.05983119262675679,,0.18088112167705478,1.0,0.015268036987297258,0.13133608650452794,-0.021294021250974734,0.024649992048771927,-0.002095715993271955,0.032787285597231736,0.05355724244583448,0.020367919115123558,0.07220829904336402,-0.018369843416699064,0.02773957543536992,0.06169045061431756,-0.01317884702854127,0.018155329404159117,-0.020679899208036884,-0.055674890087341854,0.029475765772118457,0.014961551226567248,-0.050505669456263384,-0.014078162048981368,-0.038105425802855745,0.047917486389018646,0.02605368638898432,0.04347803385511903,0.005216639118025956,-0.07833745819869514,-0.013550215959884822,-0.05718585017835132,-0.0966344299502181,0.040296474563916204,-0.0472083042664162,0.013595308688193688,-0.01727731362595127,-0.028403134256438506,-0.014026025510140705,-0.0884501611657517,0.03460441855900914,-0.01813308105419697,0.031247502908844208
