Q1,Q2,dietary,hygiene,injury,mental_health,tobacco_use,alcohol_use,drug_use,sexual_behaviours,physical_activity,protective_factors
1.0,-0.12571206276055566,0.05477059347514891,-0.04170556916072848,-0.06445459453650841,0.018267077260867834,-0.002796195060026366,0.15471430314535542,0.02679159373456644,0.20271638371688855,-0.07057315443104445,0.1046214275629614
-0.12571206276055566,1.0,-0.001834939625802377,-0.03322510492537055,-0.10915460579659199,0.024960631105845576,-0.09588297779097679,-0.16664080440810303,-0.1060879403909315,-0.2734377633629866,0.08214502762612483,-0.011437215978742662
0.05477059347514891,-0.001834939625802377,1.0,0.030549726154793958,0.05989828528808758,0.07880834393536759,0.05701329231305344,0.06678207718540116,0.0688916284160959,0.017899989197085117,-0.014695184214499602,0.013674732469592254
-0.04170556916072848,-0.03322510492537055,0.030549726154793958,1.0,0.1174201118756855,0.10781956518791322,0.1192295733694654,0.047382412400624074,0.18092103442555926,0.09161918431224284,0.021120698771970522,0.07224178416282848
-0.06445459453650841,-0.10915460579659199,0.05989828528808758,0.1174201118756855,1.0,0.2410828055850924,0.20103297930032718,0.07183711939800241,0.18260958926512907,0.11651423058663779,-0.025395368512896494,0.11236960177098185
0.018267077260867834,0.024960631105845576,0.07880834393536759,0.10781956518791322,0.2410828055850924,1.0,0.1751919526087599,0.07151919519967957,0.19179693041902138,0.09763686313394632,-0.0008375694982512968,0.062230474406500334
-0.002796195060026366,-0.09588297779097679,0.05701329231305344,0.1192295733694654,0.20103297930032718,0.1751919526087599,1.0,0.36054058066034417,0.35735839131549896,0.16980800797817597,-0.006641986140143657,0.10722695951301914
0.15471430314535542,-0.16664080440810303,0.06678207718540116,0.047382412400624074,0.07183711939800241,0.07151919519967957,0.36054058066034417,1.0,0.3074152921959804,0.2646956621428579,0.0013111598729569909,0.16596057018366533
0.02679159373456644,-0.1060879403909315,0.0688916284160959,0.18092103442555926,0.18260958926512907,0.19179693041902138,0.35735839131549896,0.3074152921959804,1.0,0.17262026571562578,0.001730969995413641,0.11249776742822291
0.20271638371688855,-0.2734377633629866,0.017899989197085117,0.09161918431224284,0.11651423058663779,0.09763686313394632,0.16980800797817597,0.2646956621428579,0.17262026571562578,1.0,-0.029669574509989066,0.12874615178227983
-0.07057315443104445,0.08214502762612483,-0.014695184214499602,0.021120698771970522,-0.025395368512896494,-0.0008375694982512968,-0.006641986140143657,0.0013111598729569909,0.001730969995413641,-0.029669574509989066,1.0,0.021640081673620526
0.1046214275629614,-0.011437215978742662,0.013674732469592254,0.07224178416282848,0.11236960177098185,0.062230474406500334,0.10722695951301914,0.16596057018366533,0.11249776742822291,0.12874615178227983,0.021640081673620526,1.0
